step,epoch,total_loss,ce_loss,phase_loss,kd_loss,lr,throughput
4220,,7.6332,6.4201,,8.8463,9.25e-05,2.46_samples/s
4230,,10.5103,5.9609,,15.0597,9.25e-05,2.46_samples/s
4240,,6.7420,6.7115,,6.7725,9.24e-05,2.46_samples/s
4250,,8.8577,7.0094,,10.7060,9.24e-05,2.46_samples/s
4260,,12.4485,6.5616,,18.3353,9.24e-05,2.46_samples/s
4270,,9.0951,6.4030,,11.7873,9.24e-05,2.46_samples/s
4280,,9.8515,6.6496,,13.0534,9.24e-05,2.46_samples/s
4290,,7.4793,6.5052,,8.4534,9.23e-05,2.46_samples/s
4300,,8.8325,7.7605,,9.9046,9.23e-05,2.46_samples/s
4310,,9.3558,6.3551,,12.3565,9.23e-05,2.46_samples/s
4320,,8.7634,7.3694,,10.1574,9.23e-05,2.46_samples/s
4330,,7.8131,7.0914,,8.5348,9.23e-05,2.46_samples/s
4340,,7.7129,6.7622,,8.6637,9.22e-05,2.46_samples/s
4350,,7.7339,4.8693,,10.5985,9.22e-05,2.46_samples/s
4360,,9.4356,7.2536,,11.6176,9.22e-05,2.46_samples/s
4370,,10.5666,6.7213,,14.4120,9.22e-05,2.46_samples/s
4380,,7.7234,7.1938,,8.2530,9.22e-05,2.46_samples/s
4390,,8.5389,6.9146,,10.1632,9.21e-05,2.46_samples/s
4400,,12.1542,5.2990,,19.0094,9.21e-05,2.46_samples/s
4410,,8.2100,7.2606,,9.1595,9.21e-05,2.46_samples/s
4420,,8.7256,6.9132,,10.5379,9.21e-05,2.46_samples/s
4430,,9.9526,7.4658,,12.4395,9.21e-05,2.46_samples/s
4440,,9.1273,7.2266,,11.0279,9.20e-05,2.46_samples/s
4450,,9.4767,7.5804,,11.3731,9.20e-05,2.46_samples/s
4460,,7.6425,6.7220,,8.5630,9.20e-05,2.46_samples/s
4470,,11.0303,6.6227,,15.4379,9.20e-05,2.46_samples/s
4480,,7.2722,7.2460,,7.2984,9.20e-05,2.46_samples/s
4490,,9.5653,7.1566,,11.9739,9.19e-05,2.46_samples/s
4500,,10.7008,6.2973,,15.1043,9.19e-05,2.47_samples/s
4510,,7.2441,6.9606,,7.5276,9.19e-05,2.46_samples/s
4520,,9.9747,6.9414,,13.0080,9.19e-05,2.46_samples/s
4530,,8.5182,6.9999,,10.0364,9.19e-05,2.47_samples/s
4540,,8.8222,6.8004,,10.8440,9.18e-05,2.47_samples/s
4550,,9.3592,7.2672,,11.4513,9.18e-05,2.47_samples/s
4560,,8.7845,7.1551,,10.4139,9.18e-05,2.47_samples/s
4570,,6.9582,5.9886,,7.9278,9.18e-05,2.47_samples/s
4580,,8.9346,7.2657,,10.6034,9.18e-05,2.47_samples/s
4590,,9.5395,6.5648,,12.5142,9.17e-05,2.47_samples/s
4600,,8.9474,5.9662,,11.9287,9.17e-05,2.47_samples/s
4610,,11.7310,7.2267,,16.2354,9.17e-05,2.47_samples/s
4620,,9.6595,7.4817,,11.8372,9.17e-05,2.47_samples/s
4630,,9.7926,7.1985,,12.3867,9.17e-05,2.47_samples/s
4640,,11.3684,5.9533,,16.7835,9.16e-05,2.47_samples/s
4650,,9.1402,7.2357,,11.0447,9.16e-05,2.47_samples/s
4660,,10.1724,5.6542,,14.6905,9.16e-05,2.47_samples/s
4670,,11.4562,6.5055,,16.4068,9.16e-05,2.47_samples/s
4680,,9.0181,6.6197,,11.4165,9.16e-05,2.47_samples/s
4690,,8.1794,7.3039,,9.0549,9.15e-05,2.47_samples/s
4700,,8.2708,5.4007,,11.1408,9.15e-05,2.47_samples/s
4710,,9.1353,4.8974,,13.3732,9.15e-05,2.47_samples/s
4720,,11.5263,7.0765,,15.9760,9.15e-05,2.47_samples/s
4730,,7.8372,7.4522,,8.2223,9.15e-05,2.47_samples/s
4740,,11.9044,11.1304,,12.6785,9.14e-05,2.47_samples/s
4750,,11.9258,5.8540,,17.9975,9.14e-05,2.47_samples/s
4760,,9.4234,7.4010,,11.4459,9.14e-05,2.47_samples/s
4770,,11.3379,7.6141,,15.0617,9.14e-05,2.47_samples/s
4780,,11.9494,7.0275,,16.8714,9.14e-05,2.47_samples/s
4790,,8.5274,6.6475,,10.4073,9.13e-05,2.47_samples/s
4800,,7.6015,5.5027,,9.7003,9.13e-05,2.47_samples/s
4810,,7.0209,7.4675,,6.5744,9.13e-05,2.47_samples/s
4820,,11.4377,5.6461,,17.2293,9.13e-05,2.47_samples/s
4830,,10.4886,6.1981,,14.7791,9.13e-05,2.47_samples/s
4840,,8.8024,7.6289,,9.9758,9.12e-05,2.47_samples/s
4850,,9.7488,6.5280,,12.9697,9.12e-05,2.47_samples/s
4860,,8.4981,6.6980,,10.2982,9.12e-05,2.47_samples/s
4870,,7.4973,6.7903,,8.2043,9.12e-05,2.47_samples/s
4880,,9.7031,7.9110,,11.4952,9.12e-05,2.47_samples/s
4890,,7.0107,7.5429,,6.4785,9.11e-05,2.47_samples/s
4900,,8.9856,6.7786,,11.1926,9.11e-05,2.47_samples/s
4910,,9.0364,6.8814,,11.1915,9.11e-05,2.47_samples/s
4920,,10.8715,7.5286,,14.2143,9.11e-05,2.47_samples/s
4930,,7.8165,5.8057,,9.8274,9.11e-05,2.47_samples/s
4940,,7.4245,7.4894,,7.3596,9.10e-05,2.47_samples/s
4950,,8.9815,7.6570,,10.3059,9.10e-05,2.47_samples/s
4960,,9.9635,7.4662,,12.4609,9.10e-05,2.47_samples/s
4970,,7.4760,6.3628,,8.5892,9.10e-05,2.47_samples/s
4980,,10.8855,8.1474,,13.6237,9.09e-05,2.47_samples/s
4990,,7.2824,6.2589,,8.3059,9.09e-05,2.47_samples/s
5000,,9.6597,7.3017,,12.0177,9.09e-05,2.47_samples/s
5010,,11.0839,7.0754,,15.0925,9.09e-05,2.47_samples/s
5020,,12.9140,6.6966,,19.1314,9.09e-05,2.47_samples/s
5030,,6.8589,7.9498,,5.7679,9.08e-05,2.47_samples/s
5040,,8.6232,7.1405,,10.1060,9.08e-05,2.47_samples/s
5050,,10.3830,7.8732,,12.8929,9.08e-05,2.47_samples/s
5060,,6.9704,7.5726,,6.3681,9.08e-05,2.47_samples/s
5070,,11.2705,7.2473,,15.2937,9.08e-05,2.47_samples/s
5080,,10.1003,5.3089,,14.8916,9.07e-05,2.47_samples/s
5090,,7.8312,6.7902,,8.8722,9.07e-05,2.47_samples/s
5100,,10.0535,6.5568,,13.5502,9.07e-05,2.47_samples/s
5110,,8.0560,7.9048,,8.2072,9.07e-05,2.47_samples/s
5120,,7.9336,5.5078,,10.3594,9.07e-05,2.47_samples/s
5130,,8.8264,6.8033,,10.8496,9.06e-05,2.47_samples/s
5140,,10.2983,8.6682,,11.9285,9.06e-05,2.47_samples/s
5150,,9.6681,6.3846,,12.9516,9.06e-05,2.47_samples/s
5160,,7.4059,7.1766,,7.6353,9.06e-05,2.46_samples/s
5170,,9.8407,7.2361,,12.4454,9.06e-05,2.46_samples/s
