step,epoch,total_loss,ce_loss,phase_loss,kd_loss,lr,throughput
22380,0,3.7296,3.1086,,4.3506,1.77e-04,7.28
22390,0,2.3450,2.7008,,1.9893,1.77e-04,7.23
22400,0,1.7083,1.9845,,1.4321,1.77e-04,7.18
22410,0,1.8088,2.1828,,1.4347,1.77e-04,7.12
22420,0,4.3816,3.5214,,5.2418,1.77e-04,7.07
22430,0,2.9034,3.6578,,2.1490,1.77e-04,7.02
22440,0,3.7835,3.8782,,3.6887,1.77e-04,6.97
22450,0,1.7614,2.4694,,1.0533,1.77e-04,6.92
22460,0,2.7225,3.4841,,1.9609,1.76e-04,6.87
22470,0,3.2361,3.7033,,2.7688,1.76e-04,6.82
22480,0,4.6695,5.6738,,3.6652,1.76e-04,6.77
22490,0,2.6749,3.8099,,1.5398,1.76e-04,6.73
22500,0,3.8650,5.4641,,2.2658,1.76e-04,6.68
22510,0,3.7314,4.6144,,2.8484,1.76e-04,6.63
22520,0,4.2638,3.4617,,5.0660,1.76e-04,6.59
22530,0,3.4272,3.0164,,3.8379,1.76e-04,6.55
22540,0,1.9743,2.9452,,1.0035,1.76e-04,6.51
22550,0,3.1362,2.8942,,3.3782,1.76e-04,6.46
22560,0,4.2947,3.3514,,5.2379,1.75e-04,6.42
22570,0,2.6347,2.2518,,3.0175,1.75e-04,6.38
22580,0,2.0264,2.7753,,1.2775,1.75e-04,6.34
22590,0,4.5487,4.6590,,4.4385,1.75e-04,6.30
22600,0,3.5387,5.3853,,1.6922,1.75e-04,6.25
22610,0,1.7807,2.3506,,1.2107,1.75e-04,6.21
22620,0,2.8960,2.8587,,2.9333,1.75e-04,6.17
22630,0,1.7509,2.1643,,1.3375,1.75e-04,6.13
22640,0,2.4239,2.5508,,2.2970,1.75e-04,6.09
22650,0,2.9349,2.5217,,3.3482,1.75e-04,6.06
22660,0,3.9751,4.8939,,3.0562,1.75e-04,6.02
22670,0,2.3910,2.9904,,1.7915,1.74e-04,5.98
22680,0,2.1536,2.3211,,1.9861,1.74e-04,5.95
22690,0,4.3518,5.2624,,3.4411,1.74e-04,5.91
22700,0,2.6542,3.6256,,1.6827,1.74e-04,5.88
22710,0,2.6149,3.4465,,1.7832,1.74e-04,5.84
22720,0,3.7157,5.2045,,2.2268,1.74e-04,5.81
22730,0,2.6612,3.1350,,2.1874,1.74e-04,5.77
22740,0,3.1936,2.8805,,3.5066,1.74e-04,5.74
22750,0,2.4417,2.7806,,2.1029,1.74e-04,5.71
22760,0,2.6639,3.6258,,1.7020,1.74e-04,5.67
22770,0,2.8711,3.4806,,2.2615,1.74e-04,5.64
22780,0,3.8167,5.6914,,1.9420,1.73e-04,5.61
22790,0,2.1688,2.6219,,1.7157,1.73e-04,5.57
22800,0,3.4604,3.9499,,2.9710,1.73e-04,5.54
22810,0,4.1344,3.8740,,4.3948,1.73e-04,5.51
22820,0,3.5600,2.8329,,4.2870,1.73e-04,5.48
22830,0,3.3567,3.3994,,3.3140,1.73e-04,5.45
22840,0,2.3262,2.0812,,2.5711,1.73e-04,5.42
22850,0,5.0880,5.1281,,5.0479,1.73e-04,5.39
22860,0,4.9338,5.1974,,4.6702,1.73e-04,5.36
22870,0,3.3495,3.3111,,3.3880,1.73e-04,5.34
22880,0,3.1198,4.3848,,1.8547,1.72e-04,5.31
22890,0,1.7490,2.1514,,1.3466,1.72e-04,5.28
22900,0,4.3336,5.2757,,3.3915,1.72e-04,5.25
22910,0,4.4058,5.0770,,3.7346,1.72e-04,5.22
22920,0,2.9278,2.6485,,3.2072,1.72e-04,5.19
22930,0,4.4326,4.1410,,4.7242,1.72e-04,5.17
22940,0,3.3496,2.3863,,4.3129,1.72e-04,5.14
22950,0,2.0385,2.6221,,1.4550,1.72e-04,5.12
22960,0,2.7772,3.2076,,2.3469,1.72e-04,5.09
22970,0,4.3777,4.8158,,3.9395,1.72e-04,5.07
22980,0,3.6812,5.0527,,2.3097,1.72e-04,5.04
22990,0,4.5358,5.3571,,3.7144,1.71e-04,5.02
23000,0,2.6336,2.9788,,2.2883,1.71e-04,4.99
23010,0,1.5969,2.3085,,0.8852,1.71e-04,4.96
23020,0,2.7996,3.5765,,2.0228,1.71e-04,4.94
23030,0,3.5116,4.5355,,2.4878,1.71e-04,4.92
23040,0,2.4900,3.5061,,1.4740,1.71e-04,4.89
23050,0,2.9399,1.4378,,4.4419,1.71e-04,4.87
23060,0,2.6093,2.5826,,2.6359,1.71e-04,4.84
23070,0,3.4108,3.2345,,3.5870,1.71e-04,4.82
23080,0,3.9015,4.7589,,3.0442,1.71e-04,4.79
23090,0,4.3725,5.6213,,3.1236,1.70e-04,4.76
23100,0,3.2717,4.2299,,2.3135,1.70e-04,4.73
23110,0,3.7086,3.0795,,4.3378,1.70e-04,4.70
23120,0,3.9291,4.1587,,3.6994,1.70e-04,4.67
23130,0,3.6380,3.1776,,4.0985,1.70e-04,4.65
23140,0,3.1962,4.0659,,2.3266,1.70e-04,4.62
23150,0,3.7407,3.5755,,3.9059,1.70e-04,4.59
23160,0,1.8354,2.6089,,1.0619,1.70e-04,4.57
23170,0,4.4526,5.3190,,3.5862,1.70e-04,4.54
23180,0,2.1545,2.8038,,1.5052,1.70e-04,4.50
23190,0,3.0645,4.3569,,1.7722,1.70e-04,4.48
23200,0,3.5423,4.1756,,2.9090,1.69e-04,4.45
23210,0,3.2397,4.4097,,2.0697,1.69e-04,4.43
23220,0,2.9765,3.7538,,2.1992,1.69e-04,4.40
23230,0,4.3289,4.3631,,4.2948,1.69e-04,4.38
23240,0,2.2914,2.9574,,1.6254,1.69e-04,4.36
23250,0,3.3778,3.9770,,2.7786,1.69e-04,4.34
23260,0,2.7807,3.4379,,2.1235,1.69e-04,4.33
23270,0,3.5294,4.0602,,2.9986,1.69e-04,4.31
23280,0,3.5210,2.9348,,4.1072,1.69e-04,4.19
23290,0,3.5019,4.3414,,2.6624,1.69e-04,4.17
23300,0,4.7308,5.6731,,3.7885,1.69e-04,3.99
