step,epoch,total_loss,ce_loss,phase_loss,kd_loss,lr,throughput
720,,8.2653,7.7217,,8.8090,2.99e-04,1.65_samples/s
740,,9.0638,7.4856,,10.6421,2.99e-04,1.65_samples/s
760,,11.1302,7.8432,,14.4172,2.98e-04,1.66_samples/s
780,,10.3446,7.2408,,13.4483,2.98e-04,1.67_samples/s
800,,9.2241,7.6842,,10.7640,2.98e-04,1.68_samples/s
820,,10.6111,6.9122,,14.3100,2.98e-04,1.68_samples/s
840,,12.4179,7.6624,,17.1735,2.98e-04,1.69_samples/s
860,,12.3753,7.3986,,17.3521,2.98e-04,1.70_samples/s
880,,11.9641,7.6763,,16.2518,2.98e-04,1.69_samples/s
900,,9.6313,7.3061,,11.9565,2.98e-04,1.70_samples/s
920,,12.6541,6.8468,,18.4615,2.97e-04,1.70_samples/s
940,,6.2893,6.9747,,5.6039,2.97e-04,1.69_samples/s
960,,8.4075,7.7789,,9.0360,2.97e-04,1.69_samples/s
980,,9.1198,7.2284,,11.0113,2.97e-04,1.69_samples/s
1000,,10.3581,8.1178,,12.5985,2.97e-04,1.68_samples/s
1020,,9.2283,7.7924,,10.6642,2.97e-04,1.68_samples/s
1040,,7.8600,7.0802,,8.6397,2.97e-04,1.68_samples/s
1060,,12.4414,7.6951,,17.1876,2.97e-04,1.68_samples/s
1080,,9.6462,8.1803,,11.1121,2.96e-04,1.68_samples/s
1100,,8.8271,7.4567,,10.1975,2.96e-04,1.68_samples/s
1120,,11.3941,8.0581,,14.7301,2.96e-04,1.68_samples/s
1140,,8.6659,7.3807,,9.9511,2.96e-04,1.68_samples/s
1160,,12.1057,7.1017,,17.1098,2.96e-04,1.68_samples/s
1180,,9.1513,7.3787,,10.9239,2.96e-04,1.68_samples/s
1200,,10.0089,7.7209,,12.2969,2.96e-04,1.68_samples/s
1220,,10.5292,8.1411,,12.9173,2.96e-04,1.67_samples/s
1240,,8.3709,7.1773,,9.5644,2.96e-04,1.67_samples/s
1260,,9.9211,7.0871,,12.7552,2.95e-04,1.67_samples/s
1280,,9.5775,7.2661,,11.8889,2.95e-04,1.67_samples/s
1300,,7.2337,6.3112,,8.1563,2.95e-04,1.67_samples/s
1320,,9.9153,7.0932,,12.7374,2.95e-04,1.67_samples/s
1340,,7.6491,6.6105,,8.6877,2.95e-04,1.67_samples/s
1360,,10.8021,6.9606,,14.6436,2.95e-04,1.67_samples/s
1380,,9.2223,7.0999,,11.3447,2.95e-04,1.67_samples/s
1400,,8.2279,7.3416,,9.1142,2.95e-04,1.67_samples/s
1420,,7.6969,7.0258,,8.3681,2.94e-04,1.67_samples/s
1440,,10.3360,7.0132,,13.6588,2.94e-04,1.68_samples/s
1460,,6.2232,7.1794,,5.2670,2.94e-04,1.68_samples/s
1480,,8.8182,7.2546,,10.3819,2.94e-04,1.68_samples/s
1500,,8.4410,6.8518,,10.0303,2.94e-04,1.68_samples/s
1520,,9.8713,7.7091,,12.0336,2.94e-04,1.68_samples/s
1540,,11.3771,7.2081,,15.5461,2.94e-04,1.68_samples/s
1560,,10.0161,7.7327,,12.2996,2.94e-04,1.68_samples/s
1580,,6.4559,6.6337,,6.2781,2.93e-04,1.68_samples/s
1600,,8.2112,6.6928,,9.7296,2.93e-04,1.68_samples/s
1620,,8.3715,7.2026,,9.5403,2.93e-04,1.68_samples/s
1640,,7.3647,7.6133,,7.1161,2.93e-04,1.68_samples/s
1660,,10.8643,8.1158,,13.6128,2.93e-04,1.68_samples/s
1680,,8.0957,7.7044,,8.4869,2.93e-04,1.68_samples/s
1700,,7.9021,6.6007,,9.2034,2.93e-04,1.67_samples/s
1720,,12.2923,6.5710,,18.0137,2.93e-04,1.67_samples/s
1740,,9.9612,6.9324,,12.9901,2.92e-04,1.66_samples/s
1760,,11.0336,6.8588,,15.2083,2.92e-04,1.66_samples/s
1780,,9.7431,7.7116,,11.7746,2.92e-04,1.65_samples/s
1800,,10.3386,7.6258,,13.0515,2.92e-04,1.64_samples/s
1820,,5.7839,6.8734,,4.6944,2.92e-04,1.63_samples/s
1840,,11.2400,5.8603,,16.6197,2.92e-04,1.63_samples/s
1860,,10.3108,6.9743,,13.6472,2.92e-04,1.63_samples/s
1880,,9.7930,7.4562,,12.1299,2.92e-04,1.63_samples/s
1900,,12.9607,7.5302,,18.3911,2.92e-04,1.63_samples/s
1920,,11.1739,6.8157,,15.5321,2.91e-04,1.63_samples/s
1940,,12.2431,7.1582,,17.3279,2.91e-04,1.63_samples/s
1960,,6.4708,6.6887,,6.2529,2.91e-04,1.63_samples/s
1980,,6.6278,6.1873,,7.0683,2.91e-04,1.63_samples/s
2000,,9.5202,8.1960,,10.8443,2.91e-04,1.63_samples/s
2020,,7.2247,7.4313,,7.0181,2.91e-04,1.63_samples/s
2040,,9.3548,7.4483,,11.2613,2.91e-04,1.62_samples/s
2060,,10.7485,7.9169,,13.5801,2.91e-04,1.62_samples/s
2080,,5.2946,6.4285,,4.1607,2.90e-04,1.63_samples/s
2100,,12.8368,7.2577,,18.4160,2.90e-04,1.63_samples/s
2120,,9.6960,7.9780,,11.4141,2.90e-04,1.63_samples/s
2140,,13.2152,6.6029,,19.8275,2.90e-04,1.63_samples/s
2160,,5.4892,6.6045,,4.3738,2.90e-04,1.63_samples/s
2180,,5.6827,6.8074,,4.5579,2.90e-04,1.63_samples/s
2200,,12.4921,12.8229,,12.1612,2.90e-04,1.63_samples/s
2220,,5.1008,5.9302,,4.2713,2.90e-04,1.63_samples/s
2240,,9.8696,7.4724,,12.2667,2.89e-04,1.63_samples/s
2260,,8.8046,7.3119,,10.2973,2.89e-04,1.63_samples/s
2280,,8.0461,7.5367,,8.5555,2.89e-04,1.63_samples/s
2300,,10.5466,6.3391,,14.7541,2.89e-04,1.63_samples/s
2320,,8.8317,6.1694,,11.4941,2.89e-04,1.63_samples/s
2340,,9.8885,7.4944,,12.2827,2.89e-04,1.63_samples/s
2360,,10.6439,6.6534,,14.6344,2.89e-04,1.63_samples/s
2380,,11.8758,6.1061,,17.6455,2.89e-04,1.63_samples/s
2400,,8.0898,7.1609,,9.0187,2.88e-04,1.63_samples/s
2420,,6.0339,6.7615,,5.3063,2.88e-04,1.63_samples/s
2440,,8.5137,7.0879,,9.9394,2.88e-04,1.63_samples/s
2460,,5.4789,5.7747,,5.1831,2.88e-04,1.63_samples/s
2480,,8.2399,7.1135,,9.3664,2.88e-04,1.63_samples/s
2500,,8.4516,7.2464,,9.6567,2.88e-04,1.63_samples/s
2520,,7.5628,7.6399,,7.4857,2.88e-04,1.63_samples/s
2540,,9.6152,7.1066,,12.1239,2.88e-04,1.63_samples/s
2560,,8.0164,6.1878,,9.8450,2.88e-04,1.63_samples/s
2580,,9.2855,7.0561,,11.5149,2.87e-04,1.64_samples/s
2600,,10.7169,7.9200,,13.5137,2.87e-04,1.64_samples/s
2620,,9.8197,10.0995,,9.5400,2.87e-04,1.64_samples/s
2640,,7.0178,7.1990,,6.8365,2.87e-04,1.64_samples/s
2660,,12.1388,8.1301,,16.1474,2.87e-04,1.63_samples/s
2680,,7.1866,6.5557,,7.8175,2.87e-04,1.63_samples/s
2700,,7.2313,7.6392,,6.8235,2.87e-04,1.63_samples/s
2720,,8.2195,6.3155,,10.1234,2.87e-04,1.63_samples/s
2740,,7.4291,7.2910,,7.5672,2.86e-04,1.63_samples/s
2760,,8.0704,7.5307,,8.6100,2.86e-04,1.63_samples/s
2780,,9.2253,6.7075,,11.7430,2.86e-04,1.63_samples/s
2800,,9.4433,7.9049,,10.9817,2.86e-04,1.63_samples/s
2820,,12.0760,6.3494,,17.8026,2.86e-04,1.63_samples/s
2840,,8.8614,6.4761,,11.2468,2.86e-04,1.63_samples/s
2860,,12.2546,7.1245,,17.3847,2.86e-04,1.63_samples/s
2880,,6.3590,6.7283,,5.9896,2.86e-04,1.63_samples/s
2900,,10.7526,7.1882,,14.3171,2.85e-04,1.63_samples/s
2920,,7.2473,7.1421,,7.3525,2.85e-04,1.63_samples/s
2940,,5.7191,6.3248,,5.1134,2.85e-04,1.63_samples/s
2960,,9.3050,6.1711,,12.4389,2.85e-04,1.63_samples/s
2980,,9.0270,6.7860,,11.2679,2.85e-04,1.63_samples/s
3000,,7.2350,7.1855,,7.2846,2.85e-04,1.62_samples/s
3020,,11.7522,6.8563,,16.6482,2.85e-04,1.62_samples/s
3040,,10.3165,6.7436,,13.8893,2.85e-04,1.62_samples/s
3060,,9.4030,7.1143,,11.6916,2.84e-04,1.62_samples/s
3080,,10.4777,6.7656,,14.1899,2.84e-04,1.62_samples/s
3100,,12.8606,5.8139,,19.9072,2.84e-04,1.62_samples/s
3120,,9.0926,7.0785,,11.1066,2.84e-04,1.62_samples/s
3140,,12.2520,6.9885,,17.5156,2.84e-04,1.62_samples/s
3160,,10.9297,7.4909,,14.3686,2.84e-04,1.62_samples/s
3180,,5.2176,5.7901,,4.6451,2.84e-04,1.62_samples/s
3200,,11.8022,6.5911,,17.0133,2.84e-04,1.62_samples/s
3220,,10.6275,7.1809,,14.0741,2.84e-04,1.62_samples/s
3240,,9.1252,7.6162,,10.6341,2.83e-04,1.62_samples/s
3260,,11.8347,6.2380,,17.4313,2.83e-04,1.62_samples/s
3280,,9.8597,6.5285,,13.1909,2.83e-04,1.61_samples/s
3300,,10.4681,6.5340,,14.4022,2.83e-04,1.59_samples/s
3320,,7.8113,6.5541,,9.0684,2.83e-04,1.58_samples/s
3340,,8.6370,6.9572,,10.3169,2.83e-04,1.56_samples/s
3360,,10.8726,6.2135,,15.5317,2.83e-04,1.55_samples/s
3380,,6.7285,7.2814,,6.1756,2.83e-04,1.54_samples/s
3400,,10.9598,6.3126,,15.6070,2.82e-04,1.52_samples/s
3420,,10.4475,7.0731,,13.8219,2.82e-04,1.51_samples/s
3440,,9.6448,7.5964,,11.6933,2.82e-04,1.50_samples/s
3460,,6.0747,6.5429,,5.6066,2.82e-04,1.49_samples/s
3480,,4.8775,6.1295,,3.6255,2.82e-04,1.47_samples/s
3500,,7.0531,7.8488,,6.2573,2.82e-04,1.46_samples/s
3520,,7.5142,7.9084,,7.1200,2.82e-04,1.45_samples/s
3540,,7.4430,7.4331,,7.4528,2.82e-04,1.44_samples/s
3560,,11.6263,6.3423,,16.9102,2.81e-04,1.43_samples/s
3580,,8.4387,8.9724,,7.9050,2.81e-04,1.42_samples/s
3600,,9.5026,7.0426,,11.9626,2.81e-04,1.41_samples/s
3620,,8.5983,8.0745,,9.1222,2.81e-04,1.40_samples/s
3640,,11.7434,6.4920,,16.9948,2.81e-04,1.39_samples/s
3660,,7.2591,6.1817,,8.3364,2.81e-04,1.39_samples/s
3680,,10.7741,5.6033,,15.9449,2.81e-04,1.38_samples/s
3700,,7.2503,5.8384,,8.6623,2.81e-04,1.37_samples/s
3720,,8.6185,5.7565,,11.4804,2.80e-04,1.36_samples/s
3740,,8.5406,7.1431,,9.9381,2.80e-04,1.35_samples/s
3760,,10.0379,6.5436,,13.5322,2.80e-04,1.34_samples/s
3780,,9.2254,7.0586,,11.3922,2.80e-04,1.33_samples/s
3800,,11.7170,5.7754,,17.6587,2.80e-04,1.33_samples/s
3820,,4.8910,5.6305,,4.1516,2.80e-04,1.32_samples/s
3840,,7.0924,6.9467,,7.2380,2.80e-04,1.31_samples/s
3860,,7.8187,6.9582,,8.6793,2.80e-04,1.31_samples/s
3880,,7.5519,6.2135,,8.8904,2.80e-04,1.30_samples/s
3900,,9.8040,6.2819,,13.3262,2.79e-04,1.30_samples/s
3920,,6.9706,7.1159,,6.8254,2.79e-04,1.29_samples/s
3940,,5.6194,6.2680,,4.9707,2.79e-04,1.29_samples/s
3960,,7.1847,6.8338,,7.5357,2.79e-04,1.28_samples/s
3980,,8.0652,8.5284,,7.6020,2.79e-04,1.28_samples/s
4000,,8.5534,5.8761,,11.2308,2.79e-04,1.27_samples/s
4020,,10.0638,7.5180,,12.6096,2.79e-04,1.27_samples/s
4040,,10.4916,7.5822,,13.4010,2.79e-04,1.26_samples/s
4060,,11.6052,6.4093,,16.8012,2.78e-04,1.26_samples/s
4080,,6.2973,7.4524,,5.1421,2.78e-04,1.26_samples/s
4100,,11.1864,5.8938,,16.4789,2.78e-04,1.25_samples/s
4120,,8.8212,6.0535,,11.5889,2.78e-04,1.25_samples/s
4140,,7.8849,7.8451,,7.9246,2.78e-04,1.24_samples/s
4160,,6.2649,7.7920,,4.7378,2.78e-04,1.24_samples/s
4180,,10.4353,7.8359,,13.0348,2.78e-04,1.23_samples/s
4200,,7.9712,6.9418,,9.0007,2.78e-04,1.23_samples/s
4220,,8.4966,7.3332,,9.6601,2.77e-04,1.23_samples/s
4240,,9.4113,7.1040,,11.7187,2.77e-04,1.22_samples/s
4260,,8.9332,6.2718,,11.5946,2.77e-04,1.22_samples/s
4280,,7.7257,7.0137,,8.4377,2.77e-04,1.22_samples/s
4300,,7.2570,8.5303,,5.9837,2.77e-04,1.21_samples/s
4320,,7.3530,6.8011,,7.9049,2.77e-04,1.21_samples/s
4340,,5.1523,5.5776,,4.7269,2.77e-04,1.20_samples/s
4360,,9.6594,6.7396,,12.5793,2.77e-04,1.20_samples/s
4380,,11.5105,6.3836,,16.6374,2.76e-04,1.20_samples/s
4400,,5.7670,6.1154,,5.4186,2.76e-04,1.20_samples/s
4420,,8.1303,6.4903,,9.7703,2.76e-04,1.19_samples/s
4440,,6.7016,6.8395,,6.5637,2.76e-04,1.19_samples/s
4460,,11.2034,5.6953,,16.7115,2.76e-04,1.19_samples/s
4480,,10.4505,6.5581,,14.3428,2.76e-04,1.18_samples/s
4500,,10.0323,7.0287,,13.0359,2.76e-04,1.18_samples/s
4520,,8.7513,7.8617,,9.6409,2.76e-04,1.18_samples/s
4540,,8.4061,7.3790,,9.4331,2.76e-04,1.17_samples/s
4560,,7.0957,7.0375,,7.1540,2.75e-04,1.17_samples/s
4580,,11.6851,7.4975,,15.8728,2.75e-04,1.17_samples/s
4600,,6.2018,6.8914,,5.5122,2.75e-04,1.17_samples/s
4620,,5.4438,5.1597,,5.7278,2.75e-04,1.16_samples/s
4640,,11.5233,7.5537,,15.4930,2.75e-04,1.16_samples/s
4660,,8.9212,6.2864,,11.5560,2.75e-04,1.16_samples/s
4680,,6.7980,5.4974,,8.0987,2.75e-04,1.15_samples/s
4700,,12.1128,7.2001,,17.0255,2.75e-04,1.15_samples/s
4720,,7.0432,5.7063,,8.3801,2.74e-04,1.15_samples/s
4740,,9.3180,6.4247,,12.2114,2.74e-04,1.15_samples/s
4760,,10.5131,7.1913,,13.8348,2.74e-04,1.14_samples/s
4780,,9.9051,6.9522,,12.8579,2.74e-04,1.14_samples/s
4800,,6.4295,6.5123,,6.3467,2.74e-04,1.14_samples/s
4820,,4.9127,5.6911,,4.1344,2.74e-04,1.14_samples/s
4840,,11.6422,6.2718,,17.0127,2.74e-04,1.13_samples/s
4860,,8.7668,6.8506,,10.6831,2.74e-04,1.13_samples/s
4880,,8.2756,7.0536,,9.4976,2.73e-04,1.13_samples/s
4900,,9.8164,7.1873,,12.4455,2.73e-04,1.13_samples/s
4920,,7.8867,7.4248,,8.3486,2.73e-04,1.12_samples/s
4940,,11.9933,7.2224,,16.7642,2.73e-04,1.12_samples/s
4960,,9.4608,7.2294,,11.6923,2.73e-04,1.12_samples/s
4980,,8.8133,6.8361,,10.7905,2.73e-04,1.12_samples/s
5000,,5.6818,6.2083,,5.1554,2.73e-04,1.12_samples/s
5020,,7.9419,6.5095,,9.3744,2.73e-04,1.11_samples/s
5040,,7.0423,6.7570,,7.3276,2.72e-04,1.11_samples/s
5060,,9.9729,6.3303,,13.6154,2.72e-04,1.11_samples/s
5080,,9.3505,6.0729,,12.6281,2.72e-04,1.11_samples/s
5100,,7.5278,7.4403,,7.6154,2.72e-04,1.10_samples/s
5120,,7.2612,6.5151,,8.0072,2.72e-04,1.10_samples/s
5140,,10.8163,7.9542,,13.6784,2.72e-04,1.10_samples/s
5160,,13.4113,7.0689,,19.7537,2.72e-04,1.10_samples/s
5180,,10.0026,6.0257,,13.9794,2.72e-04,1.10_samples/s
5200,,5.9347,6.0510,,5.8184,2.72e-04,0.94_samples/s
5220,,8.8394,5.7174,,11.9614,2.71e-04,0.94_samples/s
5240,,10.6952,7.1809,,14.2095,2.71e-04,0.94_samples/s
5260,,4.8908,5.9294,,3.8522,2.71e-04,0.94_samples/s
5280,,8.0377,7.2326,,8.8427,2.71e-04,0.93_samples/s
5300,,7.0484,7.1059,,6.9909,2.71e-04,0.93_samples/s
5320,,9.8281,7.2804,,12.3758,2.71e-04,0.93_samples/s
5340,,9.5548,6.1819,,12.9278,2.71e-04,0.93_samples/s
5360,,10.6616,8.0997,,13.2235,2.71e-04,0.93_samples/s
5380,,10.8445,7.0781,,14.6109,2.70e-04,0.92_samples/s
5400,,9.8602,7.3568,,12.3636,2.70e-04,0.92_samples/s
5420,,10.1589,9.9533,,10.3645,2.70e-04,0.92_samples/s
5440,,7.3962,7.7421,,7.0503,2.70e-04,0.92_samples/s
5460,,12.7038,7.2581,,18.1496,2.70e-04,0.91_samples/s
5480,,8.9922,7.0073,,10.9772,2.70e-04,0.91_samples/s
5500,,10.1298,7.3677,,12.8918,2.70e-04,0.91_samples/s
5520,,11.5079,7.9788,,15.0371,2.70e-04,0.91_samples/s
5540,,6.7586,7.1267,,6.3906,2.69e-04,0.91_samples/s
5560,,6.9562,6.3516,,7.5608,2.69e-04,0.90_samples/s
5580,,8.0722,6.8326,,9.3117,2.69e-04,0.90_samples/s
5600,,9.0307,6.6037,,11.4578,2.69e-04,0.90_samples/s
5620,,8.3033,6.5899,,10.0166,2.69e-04,0.90_samples/s
5640,,10.3295,5.9917,,14.6672,2.69e-04,0.90_samples/s
5660,,9.4885,6.1908,,12.7862,2.69e-04,0.89_samples/s
5680,,8.8611,6.4988,,11.2234,2.69e-04,0.89_samples/s
5700,,8.0359,6.7476,,9.3242,2.68e-04,0.89_samples/s
5720,,10.8178,6.2948,,15.3407,2.68e-04,132.49_samples/s
5740,,11.2505,6.1833,,16.3177,2.68e-04,64.89_samples/s
5760,,7.3515,6.5403,,8.1628,2.68e-04,43.63_samples/s
5780,,10.0071,6.1631,,13.8512,2.68e-04,32.90_samples/s
5800,,10.6540,6.9441,,14.3640,2.68e-04,25.63_samples/s
5820,,9.1383,6.8832,,11.3933,8.93e-05,116.56_samples/s
5840,,9.3159,6.5198,,12.1120,8.92e-05,57.82_samples/s
5860,,8.3545,6.8712,,9.8378,8.92e-05,38.92_samples/s
5880,,8.5948,7.2129,,9.9767,8.91e-05,29.39_samples/s
5900,,10.4085,5.9593,,14.8577,8.91e-05,24.06_samples/s
5920,,10.9948,11.4689,,10.5208,8.91e-05,20.41_samples/s
5940,,9.5908,8.1312,,11.0504,8.90e-05,17.77_samples/s
5960,,9.0403,6.9639,,11.1167,8.90e-05,15.72_samples/s
5980,,7.2351,7.2430,,7.2273,8.89e-05,14.09_samples/s
6000,,6.0370,6.9966,,5.0773,8.89e-05,12.76_samples/s
6020,,9.7839,6.9463,,12.6214,8.88e-05,11.69_samples/s
6040,,10.1070,6.1463,,14.0677,8.88e-05,10.78_samples/s
6060,,7.5545,6.8380,,8.2711,8.88e-05,10.01_samples/s
6080,,8.9195,7.1239,,10.7152,8.87e-05,9.35_samples/s
6100,,8.4391,6.5998,,10.2783,8.87e-05,8.77_samples/s
6120,,6.7544,6.6010,,6.9078,8.86e-05,8.26_samples/s
6140,,9.5879,9.8226,,9.3531,8.86e-05,7.81_samples/s
6160,,9.3165,7.4555,,11.1776,8.86e-05,7.41_samples/s
6180,,11.8284,7.7150,,15.9418,8.85e-05,7.05_samples/s
6200,,6.9536,5.6887,,8.2185,8.85e-05,6.73_samples/s
6220,,7.9378,7.4358,,8.4399,8.84e-05,6.44_samples/s
6240,,7.2787,5.6174,,8.9400,8.84e-05,6.18_samples/s
6260,,8.3236,7.5449,,9.1022,8.84e-05,5.93_samples/s
6280,,6.1743,6.3154,,6.0332,8.83e-05,5.71_samples/s
6300,,7.2341,6.2634,,8.2047,8.83e-05,5.50_samples/s
6320,,8.8113,6.6696,,10.9529,8.82e-05,83.26_samples/s
6340,,7.2723,6.5732,,7.9714,8.82e-05,54.29_samples/s
6360,,8.5437,5.4790,,11.6084,8.82e-05,39.80_samples/s
6380,,4.9366,5.0509,,4.8223,8.81e-05,31.18_samples/s
6400,,8.7523,6.6641,,10.8406,8.81e-05,25.46_samples/s
6420,,11.0469,7.7442,,14.3496,8.80e-05,21.55_samples/s
6440,,6.6117,7.6168,,5.6065,8.80e-05,18.71_samples/s
6460,,10.0013,6.3257,,13.6769,8.80e-05,8.14_samples/s
6480,,8.3368,6.2488,,10.4247,8.79e-05,7.80_samples/s
6500,,8.0047,6.8784,,9.1310,8.79e-05,7.48_samples/s
6520,,7.3148,7.0619,,7.5677,8.78e-05,7.19_samples/s
6540,,11.7306,6.6225,,16.8388,8.78e-05,6.92_samples/s
6560,,8.9183,6.9841,,10.8524,8.78e-05,6.68_samples/s
6580,,5.4021,6.6538,,4.1505,8.77e-05,6.45_samples/s
6600,,7.1792,8.1360,,6.2223,8.77e-05,6.24_samples/s
6620,,7.4162,6.3298,,8.5026,8.76e-05,6.04_samples/s
6640,,9.3845,6.2562,,12.5129,8.76e-05,5.86_samples/s
6660,,6.6329,6.5390,,6.7268,8.76e-05,5.68_samples/s
6680,,9.6880,7.5551,,11.8209,8.75e-05,5.50_samples/s
6700,,11.6239,5.4414,,17.8065,8.75e-05,5.29_samples/s
6720,,7.6863,7.1002,,8.2725,8.74e-05,5.05_samples/s
6740,,10.3702,6.2996,,14.4408,8.74e-05,4.84_samples/s
6760,,8.6775,6.8655,,10.4895,8.74e-05,4.63_samples/s
6780,,9.7957,6.9514,,12.6400,8.73e-05,4.43_samples/s
6800,,7.7449,7.0048,,8.4850,8.73e-05,4.26_samples/s
6820,,9.6011,6.2719,,12.9303,8.72e-05,131.74_samples/s
6840,,6.6632,7.5025,,5.8238,8.72e-05,61.70_samples/s
6860,,8.5906,7.3557,,9.8255,8.72e-05,40.69_samples/s
6880,,11.1237,6.5578,,15.6896,8.71e-05,30.44_samples/s
6900,,9.0762,6.3457,,11.8067,8.71e-05,24.40_samples/s
6920,,8.7046,7.1655,,10.2438,8.70e-05,162.82_samples/s
6940,,6.0549,6.1599,,5.9499,8.70e-05,82.44_samples/s
6960,,12.9854,7.3600,,18.6107,8.69e-05,49.19_samples/s
6980,,8.8363,7.9215,,9.7511,8.69e-05,36.42_samples/s
