Epoch,Batch,Total_Loss,CE_Loss,KD_Logits,KD_Hidden
1,0,644.6696166992188,10.898303985595703,1278.44091796875,0.0
1,10,582.4427490234375,9.810232162475586,1155.0753173828125,0.0
1,20,552.0519409179688,8.506317138671875,1095.5975341796875,0.0
1,30,459.2169494628906,8.0700101852417,910.3638916015625,0.0
1,40,446.0396728515625,7.550779819488525,884.528564453125,0.0
1,50,396.8038330078125,7.451467514038086,786.1561889648438,0.0
1,60,423.0567932128906,7.30792760848999,838.8056640625,0.0
1,70,412.90203857421875,7.368175029754639,818.4359130859375,0.0
1,80,435.2459411621094,7.343751907348633,863.1481323242188,0.0
1,90,375.104248046875,7.164774417877197,743.043701171875,0.0
1,100,377.6105651855469,7.299037456512451,747.922119140625,0.0
1,110,394.67413330078125,7.401620864868164,781.9466552734375,0.0
1,120,328.1441650390625,7.012182235717773,649.276123046875,0.0
1,130,402.9962463378906,7.239924907684326,798.7525634765625,0.0
1,140,381.2989807128906,7.303772449493408,755.294189453125,0.0
1,150,421.3372497558594,7.551621437072754,835.1228637695312,0.0
1,160,395.9903259277344,7.48299503326416,784.4976806640625,0.0
1,170,429.1429138183594,7.500555992126465,850.7852783203125,0.0
1,180,341.6642761230469,6.906187534332275,676.42236328125,0.0
1,190,394.9794921875,7.1723809242248535,782.78662109375,0.0
1,200,355.68231201171875,7.2484450340271,704.1161499023438,0.0
1,210,377.6481628417969,7.250688552856445,748.045654296875,0.0
1,220,387.48834228515625,7.634099960327148,767.3425903320312,0.0
1,230,370.4363098144531,7.2662739753723145,733.6063232421875,0.0
1,240,356.4737243652344,7.461493968963623,705.4859619140625,0.0
1,250,356.6200866699219,7.548177242279053,705.6920166015625,0.0
1,260,408.21636962890625,7.280591011047363,809.1521606445312,0.0
1,270,359.6680908203125,7.353224754333496,711.9829711914062,0.0
1,280,372.074462890625,7.6158528327941895,736.5330810546875,0.0
1,290,359.327880859375,7.5262250900268555,711.1295166015625,0.0
1,300,393.2873229980469,7.726184368133545,778.8484497070312,0.0
1,310,372.7055969238281,7.282023906707764,738.129150390625,0.0
1,320,358.73773193359375,7.004557132720947,710.4708862304688,0.0
1,330,408.41204833984375,7.294429779052734,809.5296630859375,0.0
1,340,358.2487487792969,7.413905620574951,709.0836181640625,0.0
1,350,396.7566833496094,7.472660541534424,786.0407104492188,0.0
1,360,376.81414794921875,7.381077289581299,746.2471923828125,0.0
1,370,363.7868347167969,7.195981502532959,720.377685546875,0.0
1,380,406.7227478027344,7.292749881744385,806.1527709960938,0.0
1,390,339.56243896484375,7.181150436401367,671.9437255859375,0.0
1,400,381.8481140136719,7.445959091186523,756.250244140625,0.0
1,410,415.3187561035156,7.513165473937988,823.1243286132812,0.0
1,420,403.59100341796875,7.571834087371826,799.6101684570312,0.0
1,430,366.5260314941406,7.688149452209473,725.3638916015625,0.0
1,440,367.24755859375,7.279056072235107,727.216064453125,0.0
1,450,396.883056640625,7.587385177612305,786.1787109375,0.0
1,460,360.1472473144531,7.271754741668701,713.0227661132812,0.0
1,470,350.2292785644531,7.342851161956787,693.11572265625,0.0
1,480,326.5085144042969,7.344280242919922,645.6727294921875,0.0
1,490,356.31317138671875,7.354389667510986,705.27197265625,0.0
1,500,364.0538024902344,7.332821369171143,720.7747802734375,0.0
1,510,334.307373046875,6.992176055908203,661.62255859375,0.0
1,520,365.9872131347656,7.563833713531494,724.4105834960938,0.0
1,530,403.0638732910156,7.3746490478515625,798.7531127929688,0.0
1,540,400.3067321777344,7.524881362915039,793.0885620117188,0.0
1,550,379.35650634765625,7.317347049713135,751.3956909179688,0.0
1,560,365.76556396484375,7.336653709411621,724.1944580078125,0.0
1,570,377.5787048339844,7.223454475402832,747.9339599609375,0.0
1,580,338.52484130859375,7.206625938415527,669.8430786132812,0.0
1,590,341.73480224609375,7.167255878448486,676.3023681640625,0.0
1,600,356.75445556640625,7.251395225524902,706.2575073242188,0.0
1,610,344.35693359375,6.7574381828308105,681.9564208984375,0.0
1,620,395.1689147949219,7.391881942749023,782.9459228515625,0.0
1,630,345.8671875,7.372367858886719,684.3619995117188,0.0
1,640,340.3870849609375,6.984623432159424,673.78955078125,0.0
1,650,364.8990173339844,7.418618202209473,722.37939453125,0.0
1,660,346.4934997558594,6.956003665924072,686.031005859375,0.0
1,670,327.2010803222656,7.260430335998535,647.1417236328125,0.0
1,680,363.8653869628906,7.09088659286499,720.639892578125,0.0
1,690,336.1354675292969,7.254929065704346,665.0159912109375,0.0
1,700,333.20074462890625,7.272093772888184,659.12939453125,0.0
1,710,324.06414794921875,7.09853458404541,641.02978515625,0.0
1,720,378.078125,7.358829021453857,748.7974243164062,0.0
1,730,351.0462341308594,7.3262739181518555,694.7661743164062,0.0
1,740,355.48919677734375,6.907803058624268,704.0706176757812,0.0
1,750,335.08935546875,7.116134166717529,663.0625610351562,0.0
1,760,319.0583190917969,6.838216304779053,631.2784423828125,0.0
1,770,347.0476379394531,7.052569389343262,687.042724609375,0.0
1,780,339.94256591796875,7.033382892608643,672.8517456054688,0.0
1,790,335.912841796875,6.871331691741943,664.954345703125,0.0
1,800,373.8081359863281,7.258583068847656,740.357666015625,0.0
1,810,339.29132080078125,7.039288520812988,671.5433349609375,0.0
1,820,369.40380859375,7.023061275482178,731.7845458984375,0.0
1,830,388.964599609375,7.230493068695068,770.69873046875,0.0
1,840,330.59747314453125,7.281866073608398,653.9130859375,0.0
1,850,298.1260681152344,7.2610626220703125,588.9910888671875,0.0
1,860,333.0454406738281,7.03139591217041,659.0595092773438,0.0
1,870,309.4521484375,7.167683124542236,611.7366333007812,0.0
1,880,352.15814208984375,7.012421131134033,697.3038330078125,0.0
1,890,331.6427917480469,7.205770015716553,656.079833984375,0.0
1,900,335.44091796875,7.290771961212158,663.591064453125,0.0
