Epoch,Batch,Total_Loss,CE,KD,Phase,Mag
1,0,28.5963191986084,0.0013048154069110751,2859.50146484375,0.8047504425048828,4.648076057434082
1,10,17.95146942138672,1.3457785844802856,1660.5689697265625,0.8095186352729797,4.700525760650635
1,20,13.250465393066406,1.3927820920944214,1185.768310546875,0.7369679808616638,4.257383823394775
1,30,7.829022407531738,1.7229578495025635,610.6064453125,0.9538928866386414,5.829483509063721
1,40,7.074698448181152,1.2883342504501343,578.6364135742188,0.9303794503211975,5.312934875488281
1,50,6.6839213371276855,1.170301079750061,551.362060546875,0.8575934171676636,4.906261444091797
1,60,6.694340229034424,1.127449631690979,556.6890869140625,0.7303231358528137,4.341365337371826
1,70,6.150928974151611,1.0518860816955566,509.904296875,0.9201293587684631,5.1925578117370605
1,80,6.167669296264648,1.1392271518707275,502.84423828125,0.8632959127426147,5.005114555358887
1,90,6.0279130935668945,1.0263042449951172,500.160888671875,0.8327236771583557,4.957525253295898
1,100,6.183306694030762,0.9736661911010742,520.9640502929688,0.7876114845275879,4.5940680503845215
1,110,5.698829650878906,0.9419448375701904,475.6884460449219,0.912457287311554,5.226711273193359
1,120,6.023746013641357,1.0535246133804321,497.02215576171875,0.7775294780731201,4.381137371063232
1,130,5.944692611694336,0.9704551100730896,497.42376708984375,0.8345341086387634,4.938189506530762
1,140,5.774640083312988,0.8654488921165466,490.91912841796875,0.7855605483055115,4.606698036193848
1,150,5.578118801116943,0.8491169810295105,472.90020751953125,0.7735032439231873,4.432811260223389
1,160,4.994340419769287,0.8319312334060669,416.2409362792969,1.0087800025939941,6.325947284698486
1,170,5.441810131072998,0.991668701171875,445.01416015625,0.8154443502426147,4.777209281921387
1,180,5.7667741775512695,1.0563706159591675,471.0403747558594,0.7900624871253967,4.676866054534912
1,190,5.63720703125,1.0855591297149658,455.164794921875,0.6904383301734924,4.03654670715332
1,200,5.267868518829346,1.0346676111221313,423.32012939453125,0.7295607924461365,4.195082187652588
1,210,5.42335319519043,1.0709857940673828,435.23675537109375,0.8446590304374695,4.960943222045898
1,220,5.494020938873291,1.0590062141418457,443.50146484375,0.7933904528617859,4.699763774871826
1,230,5.308441162109375,0.9601148366928101,434.8326416015625,0.8299843072891235,4.825938701629639
1,240,5.272460460662842,0.8965319395065308,437.59283447265625,0.7939443588256836,4.714332103729248
1,250,5.428738594055176,0.9051334857940674,452.3604736328125,0.8023504018783569,4.739600658416748
1,260,5.327857494354248,0.897161066532135,443.0696716308594,0.8698423504829407,5.342414855957031
1,270,5.380773544311523,0.8982319235801697,448.2541809082031,0.8114416599273682,4.610435962677002
1,280,5.139180660247803,0.8811668157577515,425.8013610839844,0.7559493780136108,4.471508502960205
1,290,5.245643138885498,1.0739398002624512,417.17034912109375,0.8142013549804688,4.892189025878906
1,300,5.533455848693848,0.9793201684951782,455.41357421875,0.770575225353241,4.245640754699707
1,310,5.424644470214844,1.0255975723266602,439.9046936035156,0.7944884300231934,4.636307239532471
1,320,5.4865498542785645,0.9942720532417297,449.2277526855469,0.6984742283821106,4.031548976898193
1,330,4.891328811645508,0.9340561628341675,395.727294921875,0.8814631104469299,5.240132808685303
1,340,5.295612812042236,0.9826898574829102,431.29229736328125,0.7696912884712219,4.5227437019348145
1,350,5.125932693481445,0.8457651138305664,428.01678466796875,0.8112428784370422,4.773292541503906
1,360,5.226190567016602,0.9312569499015808,429.4933776855469,0.7622792720794678,4.583573341369629
1,370,5.341920852661133,0.929340124130249,441.25811767578125,0.7821929454803467,4.521481513977051
1,380,5.082004070281982,0.8034833073616028,427.85205078125,0.8099140524864197,4.665977954864502
1,390,5.24211311340332,0.8793938755989075,436.27191162109375,0.7876875400543213,4.535315036773682
1,400,4.630473613739014,0.8906989693641663,373.9774475097656,0.9359778761863708,5.570858478546143
1,410,4.9985785484313965,0.8814820051193237,411.70965576171875,0.7409914135932922,4.438816070556641
1,420,4.913512706756592,0.9630632996559143,395.0449523925781,0.8123617172241211,4.71337890625
1,430,4.7648749351501465,0.8913046717643738,387.3570556640625,0.8095605373382568,4.670627117156982
1,440,5.1585612297058105,0.87337726354599,428.5184020996094,0.7814818024635315,4.809092998504639
1,450,4.93450927734375,0.7517001628875732,418.28094482421875,0.887236475944519,5.291250228881836
1,460,4.513210296630859,0.8848955631256104,362.83148193359375,0.9698570370674133,5.611159801483154
1,470,5.044628620147705,0.8319624066352844,421.2666015625,0.7166545391082764,4.074319839477539
1,480,4.742335319519043,0.6527343392372131,408.9601135253906,0.8437444567680359,4.84888219833374
1,490,4.778376579284668,0.82161545753479,395.6761474609375,0.8024958968162537,4.774359226226807
1,500,5.083159923553467,0.8339343667030334,424.9225769042969,0.7863770723342896,4.597733020782471
1,510,4.931563377380371,0.8990921974182129,403.24713134765625,0.788192868232727,4.642298221588135
1,520,5.1230950355529785,0.9426277875900269,418.0467224121094,0.7138065099716187,4.066463470458984
1,530,4.917354106903076,0.864028811454773,405.33251953125,0.8625891804695129,5.11586856842041
1,540,4.904151916503906,0.8523022532463074,405.18499755859375,0.6808484196662903,3.96826434135437
1,550,4.729884147644043,0.8619387149810791,386.7945861816406,0.7747936248779297,4.368264198303223
1,560,5.005800247192383,0.8568044900894165,414.89959716796875,0.6869764924049377,4.020987510681152
1,570,4.78517484664917,0.7436203956604004,404.15545654296875,0.8295972943305969,4.9233198165893555
