Epoch,Batch,Total_Loss,CE_Loss,KD_Loss
1,0,523.17626953125,10.373490333557129,1035.97900390625
1,10,664.762451171875,10.373490333557129,1319.1513671875
1,20,594.4904174804688,10.373466491699219,1178.607421875
1,30,625.1447143554688,10.37336540222168,1239.916015625
1,40,619.6510620117188,10.372864723205566,1228.92919921875
1,50,614.630859375,10.370992660522461,1218.8907470703125
1,60,627.3507690429688,10.363519668579102,1244.3380126953125
1,70,579.123291015625,10.339077949523926,1147.907470703125
1,80,647.0123901367188,10.286271095275879,1283.738525390625
1,90,587.4277954101562,10.115649223327637,1164.739990234375
1,100,563.8886108398438,9.741625785827637,1118.03564453125
1,110,603.2907104492188,8.643396377563477,1197.93798828125
1,120,529.6311645507812,8.559060096740723,1050.7032470703125
1,130,450.8683166503906,8.9245023727417,892.8121337890625
1,140,502.2704772949219,9.088678359985352,995.4522705078125
1,150,467.08685302734375,8.24899673461914,925.9246826171875
1,160,443.83538818359375,8.40327262878418,879.2675170898438
1,170,482.72503662109375,8.403907775878906,957.046142578125
1,180,448.5868225097656,8.095396041870117,889.0782470703125
1,190,443.4953918457031,8.14048957824707,878.8502807617188
1,200,425.0445556640625,7.949594974517822,842.1395263671875
1,210,404.9950866699219,7.653007984161377,802.337158203125
1,220,428.59063720703125,7.977036476135254,849.2042236328125
1,230,437.81048583984375,7.648409366607666,867.9725341796875
1,240,381.4153747558594,7.715745449066162,755.114990234375
1,250,458.6639709472656,7.607864856719971,909.7200927734375
1,260,394.23101806640625,7.456810474395752,781.0052490234375
1,270,348.8860168457031,7.372402191162109,690.399658203125
1,280,370.6716613769531,7.137840747833252,734.2055053710938
1,290,459.30303955078125,7.598603248596191,911.0074462890625
1,300,416.9085693359375,7.839314937591553,825.9778442382812
1,310,375.6390686035156,7.275200366973877,744.0029296875
1,320,413.5874328613281,7.533755302429199,819.64111328125
1,330,401.0070495605469,7.3280558586120605,794.68603515625
1,340,403.5281066894531,7.377638339996338,799.6785888671875
1,350,407.9034729003906,7.448131084442139,808.3588256835938
1,360,421.52020263671875,7.268801689147949,835.7716064453125
1,370,417.28350830078125,7.322330474853516,827.2446899414062
1,380,362.063720703125,7.263526439666748,716.8638916015625
1,390,375.0697021484375,7.208454608917236,742.9309692382812
